Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
2,2001,663,1,4,7,104.5,5,16.9,174,3,52,9,1,22,8.13
15,6309,736,6.7,5,7,98.4,2.2,54.7,63.8,96,154,8,1.8,13.6,7.58
220,1139,694,1.8,5,8,95.2,2.7,85.7,57.6,560,632,4,0.38,13.3,7.11
213,258,701,2.4,3,8,100.5,0.6,0,42.1,0,66,3,0.4,16.1,7.43
171,642,774,7.4,4,6,103.5,2.6,44.1,53.5,26,66,4,0.65,14.2,7.58
14,8098,665,4.4,4,8,113.8,0.9,34.1,76.9,122,205,4,0.51,14.8,8.38
20,3827,485,9.1,6,6,103,3.1,118.7,57.2,129,210,9,1.1,16.2,7.43
5,2150,449,2,6,8,121.8,3.4,55.4,78.2,625,704,6,0.55,16.3,8.54
10,605,339,6.5,4,0,94.6,2.2,161.6,84,108,187,4,0.35,12.8,7.19
15,5139,470,3.5,19,6,92.2,7.7,288,106.6,1168,1292,19,0.75,13.6,7.19
200,87,576,5.8,2,6,101,2.9,2,63.3,25,68,4,0.22,9.8,7.52
11,1376,607,2.3,4,3,97.8,15,85.7,83.1,65,137,24,7.01,14.9,7.75
259,787,787,0.9,5,8,98,4.8,74.9,58.2,261,304,7,0.45,11.1,7.26
17,2368,322,2.9,5,5,109,9.8,71.7,109.5,175,269,15,0.75,15.2,7.9
85,640,351,2.4,16,8,102,6.6,114.5,152,422,518,13,2.1,16.5,7.71
9,20582,790,0.9,3,6,100.4,0.9,19.7,75.6,24,61,6,1.35,15.9,7.9
268,78,829,2.5,3,6,102.3,2.1,22.8,61.9,16,46,3,0.55,12.7,7.65
320,2423,690,11,6,8,96.7,12.8,98.7,105.6,11,237,34,1.6,14.1,7.84
220,151,672,10.7,6,4,93.8,4,148.3,51.3,2,173,15,0.8,13.3,7.41
20,4716,605,12.3,5,3,105.6,8,14.3,90.7,7,232,24,1.05,15.1,7.72
15,270,107,19.9,6,1,88.2,12.9,56.5,205,129,413,45,7.4,17.5,7.45
10,12429,383,5.2,5,1,94.1,16.9,77.6,148,257,447,55,3.5,20.8,7.49
10,82,228,29.1,23,3,70.5,16,248.9,218,86,563,52,4.6,15.5,7.06
30,122,237,4.5,3,3,94.5,4.8,72.3,130,5,48,7,0.84,18.2,7.49
10,307,151,9.2,6,3,98.4,2,68.3,131,56,236,14,2,20.3,7.49
10,305,248,3.4,7,4,104.4,2.1,22.3,238,163,249,8,0.94,19.7,7.74
10,1127,202,3.8,6,5,95.5,55.9,93.3,114.2,1070,1108,81,3.2,18.6,7.36
21,809,231,7,3,3,103.9,4,157.6,161,2,136,13,2.4,20.5,7.74
91,546,159,17.6,23,3,103.3,12.6,60.9,136,131,392,57,8,20.7,7.15
376,166,1049,0.8,2,8,99.7,3.2,2,118.1,37,52,4,0.35,13.4,8.13
91,16548,902,1.6,2,8,101.1,0.8,25.6,72.9,21,64,4,1.5,15.5,7.8
80,304,413,4.5,5,6,95.4,11,172.2,57.6,226,306,21,2.15,15.4,7.16
349,3305,655,0.3,3,2,104,1.9,2,117,4,55,4,0.4,20.9,8.12
10,2822,201,8.8,8,7,88.4,19.5,228.2,127,538,718,64,7.55,18.9,7.23
305,4453,973,0.5,3,8,106.6,0.7,8.5,74.5,23,47,2,0.63,15.3,7.8
76,1750,613,1.7,5,7,110.3,1.6,13,155,98,166,4,1.6,18.2,8.49
15,8431,486,4,12,6,100.3,14.4,365.4,162,219,442,48,3.34,21.6,7.54
305,4302,1043,1,7,8,101,0.8,344.8,67.9,17,77,89,20.5,14.1,7.86
205,509,528,3,6,1,103.5,20.7,61.3,84.7,98,108,27,0.8,16.8,8
185,1144,599,1.6,7,1,103.6,20.5,29.2,84.4,1262,1287,28,0.7,15.3,7.72
320,1079,1200,3,5,7,102.6,1.5,344.8,87.3,9,69,136,34.5,12,7.87
244,2387,1034,0.3,2,1,97.5,1.6,58.1,74,67,75,3,1.65,13.4,7.69
183,1404,888,1.2,2,8,99.2,0.4,23.1,55.9,35,76,3,0.5,15.9,7.63
53,1027,1009,0.8,3,8,98.4,2.7,5.2,78,34,41,15,10,9.4,7.84
442,1060,976,1.1,2,0,101.2,0.8,5.2,74.4,1,30,3,1.15,13.3,7.61
655,521,1422,0.5,4,8,100.3,4.3,6.3,47.9,9,42,6,0.6,10.2,7.67
320,414,455,0.6,0,2,111,2.2,1,465,1,95,8,1.25,21.4,8.09
60,2525,648,1,5,8,106,2.1,36.9,100.5,579,619,6,2.05,16.6,7.74
6,914,374,2.9,18,3,90,42.6,228.2,315,407,513,70,2.5,18.2,7.55
3,2818,482,3.2,17,2,113.4,4.9,14.6,117.9,501,630,25,2,18.4,7.23
76,3076,854,0.4,3,7,105.4,1.3,16.1,76.9,282,290,4,2.45,18.1,7.68
3,3494,847,0.7,3,7,100.6,4.8,9.7,64.5,112,136,7,1,18.9,7.5
238,458,1020,4,12,8,97.4,1.1,116.9,42.4,69,224,10,1.95,15.5,7.55
180,406,627,3.2,4,8,97.9,4.7,77.6,87.2,595,705,7,1.05,13.9,7.53
4,2373,542,2.6,6,8,94.1,2.9,67,77.2,202,312,7,1.35,15.3,7.59
5,11909,956,1,3,8,98.7,0.8,49.5,62.8,35,73,8,7.6,16,7.57
250,9741,1047,1.2,5,8,102.3,0.9,2,58.4,14,46,8,10.05,16.2,7.59
198,896,695,2.2,4,8,97.5,4.7,16.4,94.7,10,111,7,0.55,16,7.51
425,293,622,7.6,4,8,98.6,11.7,1986.3,84.5,22,206,43,5,16.6,7.59
15,1114,257,7.3,7,6,108.3,5,51.2,109,175,345,20,1.4,18.4,8.22
320,19,725,3,4,8,100.4,9.2,41.9,74.6,69,112,17,1.5,13.9,7.63
30,216,297,6.4,16,8,101.8,37.5,156.5,172,1582,1710,66,1.8,16.5,7.88
457,30.5,722,22.1,14,8,96.9,35,24191.7,111.6,186,1886,789,400,15.4,7.54
18,6567,423,6.3,6,8,102.8,2.2,19.9,136,15,142,11,1.1,18.9,7.9
55,1571,385,14.8,26,8,74.7,9.8,24191.7,378,469,1408,2315,3500,17.3,7.82
518,2689,864,4.7,6,1,99.3,4.6,189,94.6,51,144,32,29,14,8.63
70,3451,746,5.3,4,6,97.4,5.7,1210,137,18,193,120,105,15.7,7.94
152,716,371,21.4,17,3,94,36.6,16070,178,514,1246,328,225,15.5,8.13
37,3916,333,15.6,16,3,95.7,23.1,8390,143,294,985,364,235,15.8,7.93
10,4846,333,14.3,46,4,95.5,24.4,6910,166,251,848,276,195,16.3,7.87
363,786,1005,0.7,4,0,101.4,16.4,16.1,115.3,24,42,20,0.5,16.1,7.65
131,2139,553,4.2,8,1,106.3,6.4,61.3,121.9,73,154,16,1.1,11.7,8.17
329,121,863,0.9,3,7,96.5,6.9,11,95.8,58,73,7,1.2,14.1,7.75
26,2438,342,2,3,7,131.3,11.5,33.6,198,532,660,21,0.89,19.5,8.68
15,6309,736,21,4,7,99.4,4.5,1223,55.5,61,385,134,56.5,11.4,7.22
488,384,1108,1,6,7,99.9,2.5,14.6,66.1,2,23,3,0.45,13.2,7.64
171,642,774,29.5,7,5,101.3,3.5,173,33.8,25,222,18,5.6,12.2,6.73
2,2001,663,1,7,6,103.9,8.3,166.4,160,121,183,14,1.4,17.4,8.05
20,3827,485,28.1,13,6,96.6,7.1,650,41.5,110,361,41,20.9,12.5,6.64
10,605,339,21.2,8,1,98.3,5.2,402,72.2,146,355,16,3.8,10.3,6.91
200,87,576,14.4,4,1,101.7,3.9,8.4,50.8,35,150,6,0.98,8.8,7.06
320,1040,820,2.3,4,6,98.4,8,41.9,81.6,294,342,12,1.5,11.3,7.75
11,1376,607,6.1,3,2,100.1,16.2,1137,65.8,97,239,178,148,12.8,7.44
17,2368,322,8.5,9,2,100.3,14.9,387.3,89.2,160,297,24,4.3,11.8,7.45
15,2371,732,3.4,3,3,101.1,13.4,30.1,117.3,164,226,32,19.1,16.5,8.01
85,640,351,6.6,4,2,105.8,6.3,123.3,103.5,225,341,12,1.8,14.1,7.64
268,78,829,6,2,3,101.6,2.2,47.2,45.6,24,83,4,1.05,10.6,7.25
30,122,237,2.8,2,6,97.8,3.3,40.8,124,8,39,5,0.43,15.9,7.7
10,307,151,10.2,1,8,105.1,5.1,160.7,127,143,316,17,3,18,7.66
21,809,231,11.9,4,7,92.2,7.2,235.9,146,25,213,20,4.2,17.3,7.39
91,546,159,12.2,7,2,97.6,12.7,46.4,119.2,234,453,45,8,17.1,7.05
91,16548,902,0.8,0,7,100.7,0.9,6.3,70.7,16,52,4,1.15,13.1,7.72
320,414,455,0.5,1,0,109.5,3.1,0,504,0,87,7,0.49,18.8,8.18
305,4453,973,0.3,0,5,106.3,1.5,0,70.4,26,56,2,0.75,14.3,7.93
213,258,701,2.5,2,6,98.8,1.1,1,39.2,0,61,2,0.42,14.5,7.35
6,914,374,5.3,27,1,82.6,46,88.2,325,406,660,76,4,16.8,7.25
3,2818,482,4.8,8,1,95.1,30.8,90.7,89,533,644,41,7.7,14.7,6.94
305,4302,1043,0.5,3,5,102.6,1,1,68.6,14,52,5,1.45,13.7,7.78
320,1079,1200,0.5,3,5,102.7,1,2,119.5,6,12,5,3.45,10.2,7.87
14,8098,665,3.6,3,6,122.9,1.6,24.6,80.3,121,220,5,0.8,14.6,8.88
5,2150,449,3.2,5,6,113,6.3,39.9,93.7,661,774,9,0.93,15.1,7.86
244,2387,1034,0.3,1,7,101.3,1.2,41.3,72.2,72,74,2,1.4,11.4,7.73
15,5139,470,5.8,28,8,93.4,17,359,101.8,1120,1285,29,3.5,12.8,7.09
442,1060,976,1.1,0,8,105,1.1,7.4,72.4,8,42,2,0.7,11.1,7.82
15,270,107,17,5,8,92.1,15.4,31,188,221,445,37,7,15.3,7.45
53,1027,1009,0.1,0,3,99.4,0.8,0,96.3,23,38,1,0.4,10.3,7.85
220,1139,694,1.5,2,2,99.5,2.5,26.2,59.1,514,572,4,0.58,12.8,7.12
10,82,228,26.2,13,7,78.2,13.1,471,237,81,524,39,4.4,14.1,7.15
10,12429,383,4.2,7,1,95.5,18.4,86,156,267,431,41,4.5,18.4,7.52
259,787,787,1.6,7,3,101.7,5.4,40.4,54.7,231,280,8,1.7,11.4,7.27
349,3305,655,0.5,0,3,101.8,1,0,118.3,0,64,3,0.35,18.1,7.96
60,2525,648,1.1,2,7,107,1.1,48.1,96.1,460,492,4,1.4,12.7,7.9
76,3076,854,0.3,1,7,101.2,2.5,6.3,78.9,450,457,4,1.7,15.8,7.4
10,305,248,3.2,12,3,108.7,1.7,24.7,210,477,583,27,1.3,16.6,7.84
205,509,528,3.1,2,2,101.4,22.8,47.9,78.5,112,184,30,2.01,12.5,7.62
9,20582,790,1.8,1,4,101.9,1.4,12.1,72.6,38,90,6,1.3,14.1,7.78
185,1144,599,1.4,8,2,102.6,20,32.7,91.6,1203,1267,28,1.5,12.8,7.55
10,1127,202,3.5,2,7,97.9,56.1,19.1,113.8,1010,1116,76,3.7,15.4,7.34
238,458,1020,3.7,5,8,98.5,5.4,41.9,42.7,84,212,8,1.4,12.5,7.41
180,406,627,2.6,7,8,94.6,3.3,48.7,94.9,753,854,7,0.91,12.6,7.42
320,2423,690,25.6,5,8,89.6,30.6,335,68.2,6,534,75,6.5,12.6,7.04
4,2373,542,2.3,8,8,91.4,5.2,54.6,82.2,341,494,9,0.75,14,7.36
80,304,413,3.7,2,2,97.7,9.3,260.2,60.4,166,245,15,0.95,13.2,7.22
220,151,672,14.3,2,8,94.5,4.8,52,44.9,0,213,14,1.4,11.6,6.98
5,11909,956,1.1,1,8,98.6,2.2,41.3,61.5,37,79,10,7.5,14.3,7.6
10,2822,201,9,8,7,98.5,20.2,187,132,526,742,57,6.25,15.6,7.32
250,9741,1047,2.2,4,8,100.8,1.3,3,57.8,21,64,9,10,14,7.69
198,896,695,1.9,4,8,97.2,6.7,14.6,93.2,8,167,7,0.42,14.4,7.48
20,4716,605,22.3,5,8,99.9,21.7,218,77.1,15,499,74,8.6,13.3,7.34
15,8431,486,2.9,9,7,102.3,14.4,161,159,212,371,28,1.35,18.7,7.63
15,1114,257,10.5,10,1,100.8,12.6,228.2,91.8,260,467,38,5.1,13,7.62
425,293,622,5.9,10,0,99.7,25.5,488.4,79.3,142,301,27,2.1,11.3,7.63
320,19,725,4.5,5,5,100.2,8.5,38.9,63.8,82,162,15,1.5,8.7,7.42
30,216,297,8.2,93,6,101.5,57.7,2909,142,1195,1675,139,5.6,10.7,7.66
457,30.5,722,5,5,0,96.8,8.3,4352,160,113,280,15,2.4,11.5,8.08
18,6567,423,10.3,10,5,96.7,5.6,324,132,56,274,35,21.9,13.7,7.7
55,1571,385,3.5,6,0,98.3,4.8,262,495,43,225,95,144,15.3,8.15
363,786,1005,0.9,2,0,100.4,17.1,9.7,114.3,24,45,20,0.4,8.9,7.55
518,2689,864,3.8,3,8,100.8,4.9,139.6,131,45,141,15,5,10.5,7.92
70,3451,746,6.2,2,4,97.5,6,1119.9,172,86,247,37,18,13.1,7.74
131,2139,553,8,5,7,103.5,9.4,95.9,98.8,108,237,16,2,11.9,7.72
152,716,371,7.1,8,1,102.3,14.9,1203.3,230,322,571,38,5.5,11.6,8.07
37,3916,333,7,7,6,103.9,13.6,365.4,161,283,486,34,6.6,13.7,7.81
10,4846,333,7.8,45,6,102.2,22.3,579.4,171,326,604,49,8,14,7.82
376,166,1049,1.6,0,6,100.3,3,0,102.4,17,36,3,0.45,9.1,8.07
76,1750,613,4.5,2,7,104.2,3,26.2,129,73,135,5,0.6,12.5,8.19
183,1404,888,2.2,1,5,99.4,1.3,9.8,57.6,13,67,3,1.05,11.5,7.64
655,521,1422,0.5,1,1,101,3.8,2,46.4,9,21,5,1.55,6.8,7.92
3,3494,847,0.9,1,7,98.2,5.8,17.5,58.6,75,104,9,3,11.6,7.59
329,121,863,5.5,4,5,97.6,8.2,37.9,70.2,92,228,162,102,11,7.63
26,2438,342,8.5,10,8,94.6,31.6,2419.2,205,854,1319,200,88,16.5,7.95
488,384,1108,1.8,1,8,99.3,3.1,37.3,67.8,11,86,5,1.95,11.5,7.81
2,2001,663,6.2,8,7,96.1,21.3,248.9,143,199,415,71,33,14.4,7.95
320,1040,820,2.6,4,0,97.9,8.1,68.9,89.1,298,389,14,2.95,12.3,7.86
11,1376,607,10.7,4,7,99.1,15.9,209.8,68.9,84,214,205,65,14.3,7.83
15,2371,732,5,5,0,96.9,15.3,42.8,137,255,392,54,27,15.8,7.1
15,270,107,23.6,45,6,86.9,39.1,980.4,182,552,1135,100,16.5,15.3,7.3
10,82,228,39.8,21,4,87.8,27.9,365.4,209,202,944,69,9.25,14.9,7.21
15,6309,736,17.9,4,5,99.1,4.1,110.6,54.6,72,238,32,10.05,12.1,7.39
171,642,774,13.8,5,6,101.9,2,24.3,44.6,43,178,6,1.35,12.2,7.32
20,3827,485,17.5,10,6,99.4,4.7,69.1,55.6,167,326,12,2.05,13.1,7.14
376,166,1049,2.1,1,6,100.4,4,1,83.2,38,88,6,1.35,9.2,7.9
76,1750,613,9.2,5,7,98.6,8.9,117.8,92.5,585,757,32,9.5,12.3,7.78
213,258,701,2.4,1,8,98.4,0.2,0,39.7,1,83,2,0.25,12.7,7.36
14,8098,665,7.8,4,8,111.8,1.3,325.5,95.2,229,406,9,1.05,10.2,8.04
5,2150,449,8.6,11,8,99.9,7.8,517.2,109.5,1318,1579,32,7.05,11.4,7.39
183,1404,888,3.4,2,8,99.7,1.9,27.5,50.6,65,153,7,2.6,11.7,7.55
244,2387,1034,0.9,3,5,99.9,2.7,45,68.3,83,127,12,9.5,9.5,7.69
10,605,339,8.6,3,5,95.5,5.7,209.8,84.7,169,286,10,1.85,11.7,7.38
15,5139,470,11.6,42,8,96.1,20.9,613,98.4,1019,1362,49,7.65,10,7.29
655,521,1422,1.3,2,7,100.1,5,9.8,43.9,32,74,14,9.95,7.1,7.54
442,1060,976,1.7,3,8,103.9,1.3,9.8,69.4,7,99,7,2.25,9.7,7.77
200,87,576,4.2,1,5,99.5,3.5,14.6,64.3,35,115,6,0.45,9.7,7.49
220,1139,694,4.7,4,8,93.5,3.1,70.3,68.1,691,815,7,1.35,9.6,7.13
259,787,787,2.4,10,8,98.2,5.3,115.3,55.8,247,334,9,1.05,9.4,7.29
320,414,455,0.8,0,8,96.6,2.4,156.5,504,2,104,8,0.45,15.7,7.93
60,2525,648,1.6,4,7,102.2,2.3,104.3,87.1,279,370,9,5.55,11.3,7.79
17,2368,322,5.2,9,4,97.5,19.4,101.7,138,460,659,30,3.55,13.3,7.6
85,640,351,5,5,7,98.2,10.5,35,140,499,666,16,1.55,13.5,7.6
76,3076,854,0.7,2,8,102.2,2.4,46.5,70.1,151,198,25,24.5,12.6,7.68
9,20582,790,10.7,10,8,96.3,19.8,235.9,81.6,205,506,72,33.5,11,7.55
268,78,829,2.9,1,8,98.2,2.2,113,55.1,35,107,4,0.65,11.3,7.57
6,914,374,6,33,8,80.1,37.7,201.4,302,479,750,87,6.5,15.5,7.17
3,3494,847,2.3,2,8,98.8,7.2,25.9,55.9,123,198,27,15,12.3,7.49
3,2818,482,4.8,14,8,95.2,28.3,275.5,84.9,526,656,53,16.5,14,6.98
320,2423,690,35.8,9,1,84.9,56,547.5,95.9,43,818,154,29.5,8.2,7.21
220,151,672,20.7,6,2,91.4,7.9,146.7,60.3,69,451,27,3.35,8.5,7.11
349,3305,655,0.5,2,4,99.8,1.4,16,119,1,96,4,0.45,15.6,7.86
20,4716,605,34.4,12,3,97.3,52.4,727,98.9,90,865,167,42.5,10.1,7.43
205,509,528,8.2,3,8,99.4,25.5,866.4,64.1,140,393,99,25.5,13.8,7.54
185,1144,599,3.3,5,8,100.8,21.7,26.6,86.8,1149,1243,36,2.45,13.1,7.76
10,12429,383,8.6,24,4,90,24.6,435.2,162,540,784,63,6.95,15.1,7.49
10,305,248,3.2,8,8,101.2,4.4,275.5,129,749,876,12,1.45,14.2,7.35
10,1127,202,6.3,10,8,91,43.2,461.1,109.2,1072,1255,81,4.95,13.9,7.2
91,16548,902,1.9,5,3,97.5,2.6,22.8,73.2,46,121,10,3.35,10.6,7.69
80,304,413,12.8,4,4,97,8.1,727,51.8,246,489,37,4.9,12.2,7.05
15,1114,257,11.3,22,2,98.9,6.1,2481,78.5,464,956,285,190,13.3,7.33
30,122,237,5.9,2,8,97.5,4.8,307.6,118,29,96,8,1.5,14.2,7.57
320,19,725,3.8,11,7,99.5,8.4,36.4,59.8,233,358,17,2.7,10.8,7.36
30,216,297,5.6,128,5,98.6,51.7,813,152,2007,2485,141,5.7,12.8,7.52
305,4453,973,0.3,3,6,105.9,0.4,1,68.3,27,95,3,0.95,12.1,8.14
10,307,151,12.6,7,0,100.9,6.9,172.7,113.3,367,607,35,8.7,15.7,7.4
305,4302,1043,0.6,11,7,100.3,0.6,9.7,70.8,20,54,13,3.5,10.3,7.83
15,8431,486,3.7,15,4,96.4,20,73.8,165,325,500,36,1.6,16,7.53
18,6567,423,13.2,20,8,97.7,7,1850,78.7,280,787,188,122,12.6,7.34
21,809,231,10.5,8,2,92.2,6.8,579.4,144,130,324,28,9.4,15.4,7.31
320,1079,1200,1.7,5,6,102.6,1.1,5.2,102.3,16,104,27,9.25,6.6,7.91
91,546,159,17.1,32,4,86.2,14.9,259,115.6,493,797,63,14,15.2,6.72
363,786,1005,1.2,2,7,99.2,13,12.1,82.8,58,116,16,1.25,8.9,7.52
518,2689,864,5.8,2,8,99.6,6.2,307.6,78.5,52,208,84,53.5,8.8,7.86
70,3451,746,6.9,5,3,98.1,9,866.4,106.7,173,419,90,43.5,10.3,7.77
425,293,622,4.7,10,8,99.7,11.1,387.3,70.6,398,582,41,13.5,10.7,7.48
131,2139,553,9.4,9,3,98.4,6.7,365.4,78,354,611,41,16.5,11.1,7.65
152,716,371,8.7,8,6,97.2,20.2,547.5,205,624,923,44,8.5,10.6,7.94
37,3916,333,10.7,17,6,96.6,16,980.4,139,713,1040,65,25.5,11.4,7.55
457,30.5,722,4.8,4,7,99.4,8.4,235.9,125,409,626,19,3.95,9.7,7.89
10,4846,333,11,59,2,96,21.6,1203.3,141,727,1115,74,27.5,11.7,7.57
55,1571,385,5.7,8,7,95.5,8.8,261.3,453,342,581,129,151,11.9,8.05
53,1027,1009,0.5,0,7,98.2,1.7,5.2,82.8,41,85,4,1.45,7,7.58
238,458,1020,3.5,6,8,98.7,3.1,29.2,47.3,166,337,7,1.15,9.5,7.52
180,406,627,2.8,6,8,98.5,9.4,38.4,101.9,1315,1413,10,0.6,9.4,7.69
4,2373,542,2.8,6,8,95.9,9.7,36.4,101.4,831,1007,11,0.85,10.9,7.56
5,11909,956,1,4,8,95.9,2.5,29.2,63.1,75,137,8,5.95,11,7.54
250,9741,1047,1.3,4,8,101.4,1.9,5.2,58.8,28,88,8,10.5,10.6,7.73
198,896,695,3.5,4,8,95.2,7.7,12,92.2,113,280,8,0.45,10.5,7.45
15,2371,732,3.4,1,8,98.8,15.1,9.8,103.9,212,277,61,4.2,9.3,8.02
376,166,1049,1.9,0,8,99.9,4.3,0,86.2,28,53,4,0.67,8.8,7.88
488,384,1108,1.4,0,7,98.8,3.6,81.6,62.8,11,43,5,1.2,9.5,7.7
76,1750,613,7.1,1,8,99.3,7.6,66.3,97.3,373,503,18,2,11,7.7
11,1376,607,4.1,2,6,98.6,14.9,59.1,77.8,90,159,85,55,13.2,7.61
2,2001,663,1.8,3,7,96.6,10.6,16.1,131,156,216,19,5.5,11.8,7.83
183,1404,888,9.5,2,8,100.3,4.2,228.2,48.5,58,194,26,15,9.9,7.49
10,605,339,15.6,4,8,98.8,9.3,2419.2,68.3,130,364,50,26,11.2,7.22
655,521,1422,1.3,0,1,99.8,5.5,6.3,41.9,30,62,13,5.5,6.6,7.5
200,87,576,21,2,8,102,4.1,7.4,46.5,25,180,10,1.8,9.8,7.21
320,1040,820,1.9,2,8,98.3,9.9,21.3,76.8,304,373,16,3.1,10.1,7.84
17,2368,322,4.8,3,8,101.6,14.2,73.8,95.6,339,442,21,1.5,12.8,7.6
85,640,351,4.9,3,7,99.1,9.1,95.9,102.7,359,527,43,14,12.2,7.58
268,78,829,5.6,1,4,100.6,2.7,8.6,41.8,31,98,4,1.1,10,7.42
3,3494,847,3.4,1,3,97.2,9.2,128.1,57.4,236,338,27,14,11.8,7.43
329,121,863,0.8,0,8,97,4.9,8.6,98.3,65,100,6,1.15,9.5,7.9
30,122,237,6.7,1,8,96.4,7.1,461.1,116.8,54,128,7,3.2,12.4,7.59
10,307,151,10.7,12,5,101,5.6,260.2,113.1,459,684,30,9.25,13.3,7.35
26,2438,342,3.3,3,6,110.3,10.8,16.1,235,1021,1200,22,1.2,12.3,8.32
21,809,231,11.9,12,8,93,5.9,488.4,142,233,458,35,16.5,13,7.22
91,546,159,16.8,53,8,84.2,13.5,204.6,116.3,642,1003,62,12.5,13.4,6.57
15,270,107,20.4,20,8,91,17.2,290.9,177,274,951,67,18,13.8,7.25
10,12429,383,15.7,37,6,87,38.7,2419.2,146,945,1462,134,26,13.7,7.12
10,82,228,34.8,22,8,91.1,21.4,298.7,205,537,914,62,11,13.7,7.22
10,305,248,3.9,5,7,101.3,3.6,127.4,127,664,767,9,1.3,13.4,7.37
10,1127,202,13,36,7,86.8,43.1,2419.2,103.3,1401,1876,143,19,13.5,7.03
80,304,413,6.1,1,8,96.5,7.6,74,51.9,464,580,26,4.2,11.5,7.27
91,16548,902,1.1,3,4,97.3,1.3,18.7,70.2,45,99,6,4.9,9,7.92
15,6309,736,5.9,0,6,99.2,4.6,10.8,67.4,152,214,14,2,9.5,7.83
349,3305,655,0.3,1,7,99,1.4,3.1,118.5,0,46,4,0.25,13.4,7.87
213,258,701,2.6,1,7,95.7,0.9,0,39.5,3,78,2,0.6,10.1,7.37
10,2822,201,14.5,44,8,84.4,33.9,754,117.4,1552,1944,95,19,13,7.06
305,4453,973,0.4,1,0,104.9,1,1,64.7,25,62,1,0.75,10.8,8.31
171,642,774,12.5,6,6,100.9,3.3,7.4,47.8,83,175,4,0.68,9.1,7.44
205,509,528,3.1,1,7,100,23.6,34.1,69.8,191,271,41,5.2,10.3,7.58
305,4302,1043,0.4,11,4,99.6,0.8,2,67,22,100,7,1.2,9.6,7.81
185,1144,599,2.2,3,7,101,22.7,52.1,85.8,1124,1208,33,1.6,10.9,7.53
14,8098,665,3.3,2,7,109.4,1.2,63.8,80.9,228,325,4,0.68,7.6,8.02
15,8431,486,6.6,21,8,95.7,31.2,980.4,154,523,734,61,3,14.1,7.42
20,3827,485,11.7,7,4,99.4,4.6,17.3,58.5,223,326,10,1.3,10.4,7.46
320,1079,1200,0.6,1,2,101.7,1.5,3.1,112,26,54,54,4.9,3.2,7.87
5,2150,449,3.2,16,3,102.2,8.8,93.3,119.3,1590,1772,13,1.8,8.1,7.58
244,2387,1034,0.7,1,1,98.7,3.2,29.2,68.2,83,113,5,5.8,6.6,7.78
15,5139,470,9.2,44,8,96.3,12.5,301,109.5,1202,1482,48,7.4,7.8,7.41
442,1060,976,1.5,2,1,100.5,2.2,5.2,70.5,23,74,3,1.7,7.2,7.83
220,1139,694,2.3,4,8,97.2,3.1,31.4,63.4,680,764,4,0.48,7.2,7.29
60,2525,648,1.1,1,1,99.3,3.3,54.6,87.2,335,393,7,3.3,7.7,7.86
259,787,787,1.4,7,4,99.4,5.5,41,58.1,322,430,8,1.6,8.7,7.39
320,414,455,0.7,0,5,102.9,2.7,4.1,504,0,102,11,1,13.6,8.17
76,3076,854,0.9,0,1,99.3,2.8,7.4,69.3,170,197,13,9.5,9,7.73
9,20582,790,2.3,6,4,98.2,3.2,60.5,76.8,149,235,14,5.5,8.9,7.79
238,458,1020,3.3,2,3,99.8,1.8,36.4,46.6,190,337,5,0.85,5.7,7.47
180,406,627,2.2,7,2,100,5.6,8.4,103.2,1375,1534,7,0.83,5.6,7.68
4,2373,542,2,3,0,97.4,5.1,11,90.8,717,837,6,0.67,7.1,7.49
5,11909,956,1.4,0,0,99,1.3,13.5,60.9,52,116,7,6.9,8.7,7.6
250,9741,1047,1.6,0,0,104.2,1.3,1,57.4,26,72,6,9,8.8,8.08
198,896,695,2.2,0,0,99.2,4.8,8.6,93.8,49,208,6,0.32,9,7.56
320,2423,690,11.5,9,8,98.1,9.4,78.9,93.5,94,324,27,5.6,4.9,7.51
15,1114,257,11.7,17,1,99.7,5.6,1299.7,77.4,540,879,175,85,12,7.32
425,293,622,5,8,4,100.5,10.9,290.9,62.2,388,523,41,21,10.6,7.43
320,19,725,3.8,8,6,100,7.1,45.7,59.7,230,288,14,1.8,9.5,7.4
220,151,672,10.6,4,6,96.9,3.8,161.6,54.3,34,235,13,3.8,4.8,7.24
30,216,297,4.6,86,7,98.2,40.7,185,156,2272,2546,99,6.7,12.3,7.6
20,4716,605,11,2,3,100.3,7.6,53.8,90.8,185,433,24,5.3,5.6,7.51
457,30.5,722,5.8,7,6,99.2,11.2,209.8,113,362,548,24,7.8,10.5,7.87
18,6567,423,13.7,14,8,97.7,7.1,770.1,82.2,418,771,103,56,11.9,7.47
55,1571,385,7.5,9,8,100,11.6,1553.1,367,259,555,184,375,11.9,8.12
363,786,1005,1,1,8,99.5,15.4,45.7,88.5,89,106,16,1.1,7.9,7.5
518,2689,864,2.4,0,5,101.1,3.8,59.4,99.8,54,178,36,8.4,8.7,7.52
53,1027,1009,0.3,1,6,98.7,1.8,1,91.6,39,44,3,0.44,7.3,7.81
70,3451,746,3.4,1,7,103,4.7,63.8,126.3,64,141,10,2.7,10.2,7.88
