Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
425,293,622,5.8,10,8,100,10.5,1597,75.6,240,-13.73790377,412,41,16.6,8.1,7.52
320,19,725,12.2,10,8,100,10.5,504,43.8,78,-13.6821051,252,30,4.22,8,7.07
76,1750,613,15.7,5,8,99,11.9,441,69.1,515,-13.13506757,796,124,88.8,7.1,7.47
30,216,297,10.6,123,4,97.9,53.9,4884,107,1139,-14.33631752,2893,619,46.5,9.3,7.39
18,6567,423,6.4,5,5,101.7,6.6,41,111.5,248,-13.0690474,361,22,11.5,7,7.63
457,30.5,722,8.3,21,8,99.3,40.2,4352,122.1,232,-14.38054241,995,218,45.6,9.4,7.79
183,1404,888,13.1,2,8,100,3.8,61,50.2,56,-13.326665,189,16,7.33,7.4,7.42
53,1027,1009,1,0,0,98.3,1.2,2,85.4,50,12.01998336,65,4,1.14,5.6,7.74
518,2689,864,6.5,3,8,99.6,4.5,428,89.3,58,-12.42296261,232,37,14.2,6.1,7.79
655,521,1422,2,1,0,100.3,4.4,4.1,45.1,28,-11.20223192,70,10,1.23,4.7,7.53
70,3451,746,3.5,4,7,98.3,3.2,404,112.3,34,-12.93367697,322,107,59.8,6.8,7.77
152,716,371,6.7,5,7,100.1,5.9,601,265,365,-13.38842784,634,41,17.4,7.5,8
37,3916,333,5.7,10,7,101.7,8.2,435,190,373,14.38054241,628,38,10.7,9.4,7.75
3,3494,847,8.5,3,8,99.1,13.1,275,49.2,237,-13.79275172,525,188,133,8.2,7.32
10,4846,333,6.2,207,8,97.6,29.9,637,173,424,-14.54922678,1051,116,26.1,9.8,7.61
329,121,863,1,2,0,97.8,2.7,2,93.4,30,11.67218917,62,12,2.38,5.2,7.85
26,2438,342,2.5,7,8,106.4,13.4,6.3,192,558,-14.29125607,700,28,4.18,9.2,8.26
488,384,1108,0.8,1,8,100.4,1.2,1,68.5,8,10.68831137,46,9,0.83,4.2,7.84
2,2001,663,1,3,0,102.8,5,17.3,142,92,13.95170241,137,13,4.78,8.5,8.21
320,1040,820,2.2,4,8,101.1,7.5,75.9,76.4,251,13.00192294,360,18,5.22,6.9,7.7
15,2371,732,4.4,6,8,99.3,13,260.2,114.5,152,13.62534403,321,67,22,7.9,7.84
10,605,339,7.6,6,3,97.1,8,98.5,94.8,294,-13.13506757,452,57,28.2,7.1,7.11
15,6309,736,2.9,3,3,100.1,3.5,3,78,188,-12.49959999,266,7,1.48,6.2,7.45
200,87,576,3.6,3,4,101.6,4.7,0,66.5,47,-12.34503949,105,16,0.56,6,7.4
15,270,107,10.3,30,0,95,15.7,70.6,183,421,13.326665,669,39,7.24,7.4,7.45
17,2368,322,7.2,43,0,95.1,22.3,95.8,191,794,13.95170241,1072,58,14.7,8.5,7.45
10,82,228,15,21,0,92.6,8.9,152.9,210,274,13.0690474,631,34,9.62,7,7.2
213,258,701,2.7,2,6,94.2,0.8,0,39.4,12,-13.84666025,63,2,0.41,8.3,7.09
171,642,774,3.6,1,7,100.2,3.1,5.2,65,265,12.93367697,347,5,0.82,6.8,7.26
85,640,351,5.8,16,0,97.9,13.8,48.7,161,901,14.19859148,1126,34,6.53,9,7.41
20,3827,485,4.4,6,7,100.2,3,18.3,74.4,337,-13.6821051,423,6,1.68,8,7.26
268,78,829,2.6,2,0,100.1,2.9,2,56.4,73,-13.00192294,122,7,0.63,6.9,7.34
14,8098,665,4.1,6,8,104.1,2,387.3,93.1,480,-12.18523697,574,6,1.99,5.8,7.56
5,2150,449,3.2,11,8,99.2,7.6,111.2,131,2192,12.57497515,2372,13,2.84,6.3,7.26
244,2387,1034,0.7,1,5,100.6,2.2,123.6,74.5,136,-10.89954128,152,5,3.3,4.4,7.67
15,5139,470,4.2,30,0,101.1,11.7,117.8,129,1902,-11.67218917,2017,32,8.56,5.2,7.07
442,1060,976,1.7,2,7,102.9,1.3,5.2,76,51,-10.68831137,115,5,1.58,4.2,7.83
220,1139,694,2.9,4,0,101.9,2.8,112.6,66.4,1021,10.68831137,1080,5,1.35,4.2,7.02
259,787,787,1.2,8,0,99.9,6.7,69.7,60.1,480,13.00192294,535,16,5.67,6.9,7.16
11,1376,607,2.1,2,5,98.7,8.9,7.4,92,64,13.62534403,114,22,3.9,7.9,7.76
60,2525,648,1.8,3,6,101.5,2.6,124.6,102.8,395,10.68831137,499,8,4.41,4.2,7.71
76,3076,854,0.7,2,2,102.6,2.3,7.4,76.1,287,-12.57497515,332,15,11.7,6.3,7.56
9,20582,790,1.7,4,0,106.1,2.5,198.9,74.1,130,12.34503949,187,7,2.35,6,7.65
320,2423,690,6.9,26,6,98.4,7.5,20.3,77.1,81,2.497999206,282,33,9.3,0.2,7.35
220,151,672,11.7,6,8,97.4,3.6,36.4,48.9,38,-4.298837056,255,15,1.45,0.6,7.1
20,4716,605,8.4,4,8,101.9,6,7.4,88.7,132,-5.513619504,306,20,2.67,1,7.46
10,12429,383,6.5,34,8,94.2,26.3,579.4,152,637,-15.09966887,896,68,11.5,11.4,7.42
30,122,237,8.5,4,8,96.7,7.2,517.2,110.2,52,-15.23318745,259,54,38.2,11.9,7.64
10,307,151,9.7,21,8,99.1,10,1986.3,112.4,338,15.44830088,610,53,19.3,12.9,7.4
10,305,248,5.1,43,8,100.2,2.9,1299.7,120,518,-15.18189712,718,17,5.17,11.7,7.29
10,1127,202,6.3,41,8,92.8,39.9,2419.2,108.7,1116,15.41071056,1394,96,11.9,12.7,7.19
21,809,231,6.3,19,8,95.7,5.8,517.2,154,107,-15.15519713,254,24,7.06,11.6,7.45
91,546,159,12.8,41,8,92.1,15.9,1203.3,139,450,15.23318745,793,62,14.4,11.9,7.05
376,166,1049,2.5,1,0,100.7,3.9,1,75.2,37,12.18523697,77,6,3.26,5.8,7.88
91,16548,902,2.3,4,0,98.2,2.3,4.1,72.9,48,-12.72202814,127,9,2.75,6.5,7.63
80,304,413,12.1,13,1,97.3,9,579.4,43.7,504,-14.84856896,1086,293,187,10.6,6.89
76,1750,613,8.4,4,0,99.3,7.6,43.2,82.7,294,-13.38842784,452,50,31.1,7.5,7.78
349,3305,655,0.4,1,2,101.3,1.2,2,118.4,1,15.09966887,60,5,0.37,11.4,7.74
305,4453,973,0.4,1,0,102.9,0.4,0,70.9,40,14.46651306,59,3,1.03,9.6,7.92
10,2822,201,17.3,118,1,81,22.3,10462.4,81.4,1049,-15.37042615,1824,218,126,12.5,6.75
205,509,528,8.2,5,3,100.1,21.6,81.6,52,148,-14.33631752,412,113,55.9,9.3,7.47
305,4302,1043,0.9,14,1,100.3,1.9,65,67.5,32,13.38842784,88,23,6.66,7.5,7.73
15,8431,486,6.7,21,0,99.5,39.1,517.2,167,509,-15.04127654,724,71,5.54,11.2,7.34
320,1079,1200,2.6,5,3,102.6,1.2,3,91.7,30,-8.500000002,75,65,24,2.5,7.75
185,1144,599,4.1,6,0,99.8,23.9,17.1,80.7,923,15.01099597,1064,42,4.94,11.1,7.77
183,1404,888,2.9,1,1,100.8,2.4,25.9,52.8,71,-13.38842784,142,15,15.4,7.5,7.59
53,1027,1009,2.2,1,8,99.5,1.8,7.4,63.7,40,-12.79374847,73,11,5.8,6.6,7.63
655,521,1422,1.5,1,0,100.4,5.7,2,39.5,45,-10.46900186,83,37,26,4,7.43
320,414,455,0.5,1,0,98.4,5.2,0,511,1,-15.07083276,84,10,0.5,11.3,7.82
3,3494,847,2.6,2,0,98.5,7.2,9.8,52.3,217,-13.56760849,348,94,48.1,7.8,7.41
6,914,374,5.2,51,0,85.1,51.8,35.9,328,441,15.46609194,701,95,5.81,13,7.32
3,2818,482,3.5,13,0,95.9,25.8,110.6,89.5,566,-14.88254011,693,50,10.4,10.7,7.07
363,786,1005,1,3,0,100.4,9.5,7.4,72.8,94,-12.64911064,173,21,5.16,6.4,7.37
238,458,1020,3.6,3,5,98.7,0.7,45.5,49.8,206,-9.499473671,330,5,1.03,3.2,7.53
180,406,627,2,3,4,99.3,5.3,14.3,97.3,1282,10.35615759,1333,7,0.8,3.9,7.65
4,2373,542,1.6,4,4,97.8,4.2,36.9,80.4,445,11.8490506,545,6,0.72,5.4,7.56
131,2139,553,5.4,12,0,99.3,6.8,88.4,77.5,643,-13.44916354,878,59,34.6,7.6,7.4
5,11909,956,0.5,1,5,100.6,0.5,69.1,61.6,23,12.57497515,43,3,2.36,6.3,7.76
250,9741,1047,0.5,1,7,100.1,0.3,1,59.6,7,12.57497515,31,2,1.12,6.3,7.77
198,896,695,1.7,2,7,105.3,3.2,5.2,77.8,7,12.10330533,73,5,0.63,5.7,7.82
15,1114,257,9.7,39,8,100.2,9.7,980.4,79.4,473,-14.74211654,839,89,33.9,10.3,7.9
320,19,725,10.3,12,8,100.3,9,58.3,39,83,-13.73790377,212,18,1.64,8.1,7.2
30,216,297,9.3,140,8,99.1,41.8,1553.1,140,1801,14.88254011,2364,150,12.8,10.7,7.55
18,6567,423,14.7,19,7,99,8.6,866.4,90.5,339,14.33631752,712,136,114,9.3,7.47
518,2689,864,6.7,5,8,102,5.9,151.5,82.2,76,-13.62534403,253,77,65,7.9,7.86
70,3451,746,8.1,7,8,100.2,7.9,613.1,93.8,125,-14.1509717,442,240,183,8.9,7.91
425,293,622,11.3,31,8,100,14.8,1986.3,60.1,197,-14.97998665,624,106,36.2,11,7.45
152,716,371,21.9,33,8,99.1,26.1,7701,145,329,14.84856896,1708,966,714,10.6,8.14
37,3916,333,19.5,48,7,99.4,25.4,2359,115.5,412,-14.84856896,1270,621,390,10.6,7.69
457,30.5,722,7.8,9,8,100.2,13.1,261.3,99.2,244,14.77836256,576,66,21.7,10.4,7.85
10,4846,333,19.7,49,7,98.8,22.7,2282,126,427,14.94824405,1275,497,362,10.9,7.72
55,1571,385,12,27,8,95.5,17.3,1515,308,464,-15.23318745,1069,581,642,11.9,8.06
329,121,863,3.4,7,7,97.9,8.3,10,71,142,-13.56760849,229,232,247,7.8,7.58
26,2438,342,8.2,20,4,95.4,28.6,74,170,880,-14.81384488,1326,275,206,10.5,7.88
488,384,1108,1.2,4,4,100.6,3.5,0,65.3,26,13.13506757,56,10,6.44,7.1,7.69
2,2001,663,3.7,7,4,98.4,12.9,44.3,131,318,-14.77836256,519,172,128,10.4,7.89
10,605,339,6.5,7,8,96.7,7.8,344.8,92.3,254,-14.46651306,343,13,2.53,9.6,7.22
320,1040,820,2.2,5,6,99.6,9.3,19.5,83.2,282,14.24535012,360,18,6.27,9.1,7.77
200,87,576,11,4,8,100.6,5,4.1,57.8,37,-13.79275172,132,8,0.7,8.2,7.47
11,1376,607,3.6,4,5,99.6,9.6,38.4,80.3,105,14.62873884,162,34,21.7,10,7.74
15,2371,732,3.2,3,3,100.6,14,10.9,118.8,275,15.01099597,351,56,34.5,11.1,8.04
17,2368,322,6.2,31,8,95.5,16.1,69.7,175,647,14.33631752,844,37,11.2,9.3,7.53
85,640,351,5.9,13,8,97.2,10.5,88,131,753,14.46651306,921,24,7.73,9.6,7.47
268,78,829,6.8,4,2,100.6,2.7,2,43.4,41,13.6821051,104,5,1.1,8,7.35
10,12429,383,17.4,75,2,87.1,41.2,4106,138,827,15.34926708,1422,158,48.6,12.4,7.11
10,305,248,7.3,57,4,101.3,12.1,3654,69.2,609,-15.39090641,1225,137,35.2,12.6,6.97
10,1127,202,10.9,54,7,90.7,12.5,2755,84.5,483,15.41071056,921,80,19.2,12.7,7
91,16548,902,2.6,4,8,98.1,1.7,70.6,76.3,52,-13.62534403,146,10,4.14,7.9,7.65
15,270,107,31.6,85,1,87.3,37.6,3448,144,325,15.37042615,1161,176,72,12.5,7.11
15,6309,736,5.2,7,0,100.2,3.5,14.5,78.5,131,14.1509717,205,7,2.44,8.9,7.62
80,304,413,7.8,9,8,97.1,8.5,201.4,48,454,-14.84856896,642,45,18.5,10.6,7.02
349,3305,655,0.3,2,8,97.7,2.3,0,117.8,1,14.97998665,48,5,0.35,11,7.68
10,82,228,31.4,33,4,92.3,14.4,613.1,186,243,-15.30490118,893,69,28.5,12.2,7.29
213,258,701,2.6,3,7,94.8,0.4,0,39.2,16,-13.89964028,73,2,0.6,8.4,7.19
305,4453,973,0.3,3,8,102.9,0.2,0,65.8,39,14.33631752,58,2,3.06,9.3,7.88
171,642,774,3.7,3,2,103.3,3.1,0,63.4,41,-14.66731059,75,4,2.11,10.1,7.63
10,2822,201,15.7,112,6,84.9,35.7,3654,88.3,1019,-15.37042615,1783,179,55.8,12.5,6.83
205,509,528,4.5,4,7,101.8,24.7,28.5,67.4,181,14.5082735,310,44,8.95,9.7,7.62
14,8098,665,9.6,5,7,100.7,3.4,110.6,82.2,324,13.50888597,493,19,9.83,7.7,7.64
20,3827,485,4.5,5,2,105,1.5,17.5,75.6,240,14.5893797,306,5,2.43,9.9,7.53
185,1144,599,3,7,5,102.3,28.5,86.2,81.7,982,15.01099597,1117,48,5.22,11.1,7.55
15,8431,486,8.5,46,7,95.8,38.4,3255,138,608,15.37042615,955,98,18.4,12.5,7.23
320,1079,1200,0.8,3,8,101.3,0.2,0,116.1,14,-11.39517442,43,2,1.51,4.9,7.9
5,2150,449,2.6,8,8,99.4,7.7,32.7,108.8,1693,13.89964028,1843,12,2.45,8.4,7.46
244,2387,1034,4.6,3,7,98.5,4.9,69.7,71.7,198,-13.26386068,307,119,97,7.3,7.68
15,5139,470,3.7,36,5,96.6,13.8,35.9,116.3,1554,-13.62534403,1801,28,3.57,7.9,7.22
442,1060,976,5.4,7,8,101.6,4,28.1,68.8,71,13.00192294,157,23,20,6.9,7.67
30,122,237,6.6,3,8,97.2,7.5,39.9,103.1,69,15.04127654,128,12,4.38,11.2,7.43
220,1139,694,4.6,5,8,95.8,2.7,35,66.4,863,-12.79374847,978,6,1.25,6.6,7.12
60,2525,648,15.1,14,7,98.9,34.8,920.8,117.4,697,14.05311354,1223,185,101,8.7,7.64
259,787,787,0.8,8,7,98.8,5,27.2,60.1,447,13.89964028,512,11,3.15,8.4,7.34
10,307,151,11.8,37,7,100.4,8.4,248.1,100.2,489,15.34926708,754,46,22.2,12.4,7.17
320,414,455,0.5,0,8,98.5,6.2,0,501,0,-15.09966887,73,12,1.36,11.4,7.73
6,914,374,4.2,51,7,87.8,52.3,24,293,433,15.54509569,615,82,7.17,13.5,7.29
76,3076,854,5.7,4,7,98.8,8.3,365.4,74.4,368,-14.33631752,723,228,169,9.3,7.54
3,2818,482,3.7,13,7,96.1,28.1,275.5,84,537,15.04127654,652,48,7.81,11.2,7
9,20582,790,3.8,4,8,101.1,2.8,62,75.5,131,-13.89964028,339,13,4.01,8.4,7.65
21,809,231,12.7,31,5,92.8,8.7,218.7,124,267,-15.34926708,504,46,29.2,12.4,7.09
91,546,159,21.8,109,6,65.7,34,980.4,91.1,442,15.42984122,1078,129,44.6,12.8,6.34
376,166,1049,2.2,3,1,100.9,3.1,0,87.2,28,11.8490506,51,4,1.05,5.4,7.86
15,1114,257,12.7,35,1,103.6,5.9,2909,61.2,328,-14.84856896,1399,899,745,10.6,7.13
425,293,622,6.4,11,3,100.5,9.6,344.8,70.9,212,-14.46651306,417,42,14.6,9.6,7.53
76,1750,613,10,5,1,99.8,10.1,74.3,78.9,637,13.89964028,806,27,7.93,8.4,7.39
320,19,725,4.3,11,4,106.1,6.3,35,60.6,187,13.89964028,248,15,2.22,8.4,7.36
30,216,297,7.9,130,4,105.2,44.4,866.4,154,2142,15.07083276,2635,129,11,11.3,7.54
457,30.5,722,5.2,8,7,100.6,7.9,73.3,131,312,14.38054241,465,25,5.98,9.4,7.93
18,6567,423,16.5,12,8,104.6,6.9,987,71.8,254,-14.70510116,754,209,139,10.2,7.35
55,1571,385,6,14,5,96.1,9,1296,439,298,15.18189712,612,131,184,11.7,8
183,1404,888,4,3,7,99.9,1.8,13.5,62.3,57,-13.62534403,115,4,1.49,7.9,7.61
363,786,1005,1.1,4,2,100.4,13,6.3,85.4,68,-13.44916354,98,16,1.04,7.6,7.55
518,2689,864,8.8,17,2,99.1,15.6,1413.6,117.1,175,13.62534403,725,209,110,7.9,7.85
53,1027,1009,0.6,3,4,99.1,0.8,0,104,31,-12.79374847,34,2,0.34,6.6,8.03
655,521,1422,0.7,4,1,100.3,2.9,1,48.9,17,11.58145069,29,5,0.3,5.1,7.56
70,3451,746,14.9,22,6,97.7,21.8,3255,133,231,-14.19859148,1172,649,408,9,7.93
131,2139,553,6.9,11,1,98.1,7,60.5,80.5,460,14.54922678,612,27,11.6,9.8,7.69
152,716,371,12,22,7,96.7,14.8,368,232,754,-14.74211654,1111,66,25.6,10.3,7.93
10,4846,333,15.5,47,7,96.2,22.7,980.4,139,512,-14.94824405,1004,120,68.3,10.9,7.53
37,3916,333,11.8,22,5,96.9,13.7,1553.1,142,526,-14.94824405,884,86,54.8,10.9,7.55
3,3494,847,3.6,4,7,99.2,7.5,12.1,66.2,251,-14.42393844,357,13,5.65,9.5,7.47
329,121,863,1.6,6,8,96.9,6.1,4.1,93.3,91,-13.62534403,119,11,5.14,7.9,7.81
26,2438,342,5,7,8,99.1,23.9,25.6,245,1401,15.23318745,1585,35,5.4,11.9,7.93
488,384,1108,3,2,3,101.4,2.4,2,65.4,10,13.62534403,64,7,3.24,7.9,7.88
2,2001,663,3,6,3,101.3,12.5,70.8,167,295,-15.30490118,409,36,16.1,12.2,8.04
320,1040,820,2.5,3,3,100.5,6.8,14.8,82.1,290,-14.05311354,352,11,1.82,8.7,7.95
11,1376,607,5.1,5,3,98.9,11.6,151.5,68.4,64,14.70510116,161,52,35.7,10.2,7.77
15,2371,732,5.6,4,3,108.9,9.5,3,110.1,165,-15.01099597,326,133,65.4,11.1,8.25
10,12429,383,6.5,6,8,97.3,22.4,648.8,139,624,-15.44830088,864,76,13.6,12.9,7.49
10,305,248,3.4,56,7,104.4,2.1,60.9,136,582,15.49967742,761,10,1.69,13.2,7.63
10,1127,202,6,20,6,91.1,36.2,816.4,118.5,1318,-15.60769041,1563,110,16.8,14,7.16
91,16548,902,2.5,5,8,102.7,1.8,24.6,70.3,39,14.00285685,129,20,14.3,8.6,7.65
376,166,1049,3.2,3,8,100.8,3.7,0,76.3,23,11.76137747,59,5,2.33,5.3,7.81
15,270,107,12.5,32,7,92.8,15.8,183,177,373,15.54509569,646,54,12.5,13.5,7.37
15,6309,736,12.2,10,4,100.9,3,213,54.7,66,-13.56760849,357,79,43.1,7.8,7.38
80,304,413,6.6,7,7,97.9,8.8,435,47.4,384,-14.84856896,567,48,18.4,10.6,7.2
349,3305,655,0.5,5,8,100.1,2.5,2,118.8,1,-14.94824405,71,6,0.32,10.9,7.6
10,82,228,25.4,19,8,92.2,13.4,472,198,154,-15.46609194,622,50,13.2,13,7.3
76,1750,613,9.6,5,5,99.8,6.4,122,73.9,172,13.62534403,297,53,35,7.9,7.55
305,4453,973,0.4,2,8,101.7,0.7,3.1,71.9,43,-14.42393844,81,6,3.91,9.5,7.84
10,2822,201,14.7,39,5,90.4,20.6,5172,97.5,792,-15.3274264,1321,154,46.8,12.3,7.08
171,642,774,18.9,7,5,97.6,2.5,14.6,37.3,112,-13.79275172,280,36,22.9,8.2,6.8
205,509,528,3.4,5,3,102.3,20.6,10.8,71.4,135,14.5893797,230,39,3.7,9.9,7.71
305,4302,1043,0.9,17,8,99.2,2.5,0,67.4,30,13.38842784,193,41,21.5,7.5,7.73
15,8431,486,4.2,5,7,105,17.7,74,147,409,-15.48321672,617,45,4.01,13.1,7.6
20,3827,485,18.8,12,4,97.7,4.4,135,42.6,115,-13.79275172,295,45,28.8,8.2,6.89
320,1079,1200,2.4,4,8,102.8,1.4,1,91.9,32,-10.24109369,98,71,31.2,3.8,7.83
14,8098,665,14.7,5,4,96.7,2.1,749,78.6,303,-12.42296261,639,60,31.1,6.1,7.36
185,1144,599,2.1,8,3,103,21.7,17.3,87.6,1103,-15.20789269,1181,35,2.82,11.8,7.71
5,2150,449,5.2,4,4,97.7,4,67.7,74.1,727,-13.26386068,858,23,10.9,7.3,7.43
244,2387,1034,2.3,3,7,99.8,3.8,63,61,100,-11.8490506,142,51,63.2,5.4,7.57
183,1404,888,4.1,2,7,100.4,3.4,17.3,55.2,62,-12.57497515,130,17,11,6.3,7.56
10,605,339,8.9,7,7,97.2,6.7,117.8,86.7,241,13.62534403,340,12,1.93,7.9,7.18
15,5139,470,9.2,39,7,97.4,12.2,1860,106.9,1159,-12.34503949,1523,70,25.1,6,7.2
655,521,1422,1.3,2,8,100.6,4.6,4.1,40.6,32,10.68831137,56,17,16.5,4.2,7.46
442,1060,976,3.1,4,7,102.7,2.8,10,64.6,48,12.72202814,119,54,40.9,6.5,7.63
30,122,237,4.6,4,3,97.1,6.2,37.3,112.2,23,-15.18189712,81,10,3.01,11.7,7.51
200,87,576,4.1,2,8,100.6,4.3,18.7,58.6,40,12.34503949,79,6,1.25,6,7.36
220,1139,694,6.5,4,7,97,2.3,45.7,53.5,396,-12.34503949,548,9,3.53,6,7.14
320,414,455,0.3,0,1,104.8,4.9,0,507,0,15.07083276,94,11,0.89,11.3,8.01
60,2525,648,3,3,7,100.1,4.3,63,79.6,246,12.86429166,351,87,85,6.7,7.56
259,787,787,2.7,6,7,98.4,5.6,198.9,46,209,12.79374847,302,15,4.78,6.6,7.18
10,307,151,8.7,23,3,102,5.6,71.2,110,397,15.64608577,556,20,5.3,14.4,7.5
17,2368,322,8,23,5,95.8,16.4,1203.3,146,479,13.84666025,746,53,30.3,8.3,7.51
76,3076,854,1.9,3,5,101.5,3.5,30,62.7,157,14.05311354,217,106,105,8.7,7.6
6,914,374,4.7,67,4,88.2,56.5,30.5,318,434,15.53061493,658,91,5.93,13.4,7.32
3,3494,847,2.2,3,2,99.9,6.7,8.6,52.3,129,-13.95170241,203,37,37.2,8.5,7.43
85,640,351,7.9,12,7,98.3,12.6,866.4,127,564,-14.1509717,831,44,20.1,8.9,7.46
9,20582,790,5.7,14,7,99.2,6,365.4,77,165,-14.00285685,367,34,20.8,8.6,7.6
3,2818,482,2.3,5,6,102.8,21.7,16.4,91,611,15.41071056,697,36,2.28,12.7,7.04
21,809,231,8.3,17,6,94.3,6.1,231,144,119,-15.61825855,307,34,13.5,14.1,7.4
268,78,829,3,3,4,100.1,3.2,25.9,49.1,73,-12.49959999,117,5,1.56,6.2,7.31
91,546,159,11.7,44,5,87.8,19,63,111.3,432,15.54509569,717,71,17.6,13.5,6.97
320,2423,690,11.7,8,0,102.5,8.3,36.4,85.2,86,-10.68831137,356,40,10.2,4.2,7.38
15,1114,257,8.3,24,1,100.4,5.2,2359,80.9,337,15.15519713,697,151,49.2,11.6,7.55
320,19,725,3.7,10,7,100.6,6.1,2419.2,57.6,99,-13.89964028,191,12,0.7,8.4,7.39
30,216,297,7.2,65,7,100.5,34.9,332,145,1940,-15.23318745,2279,101,13.4,11.9,7.61
18,6567,423,11.6,10,3,97.8,6.6,766,72.5,205,14.97998665,562,144,116,11,7.41
363,786,1005,1.2,3,8,100.4,11.6,23.5,70.9,99,13.50888597,160,18,5.75,7.7,7.47
53,1027,1009,0.6,3,1,98.4,1.8,2,83.8,51,-13.2,66,4,1.68,7.2,7.67
518,2689,864,3.7,4,7,100,6.3,10,90.1,61,-13.0690474,167,38,31.2,7,7.9
70,3451,746,4.2,4,7,98.4,7.9,74,107,98,-13.95170241,252,74,64.3,8.5,7.76
425,293,622,4.4,12,6,101.1,10.2,119,63.1,261,-13.84666025,416,48,21.9,8.3,7.5
131,2139,553,5.9,11,8,99.9,6.6,98.7,72.9,440,-14.62873884,610,32,15.6,10,7.63
152,716,371,5.2,10,4,103.8,10.3,41,262,674,-14.70510116,882,28,7.49,10.2,8.04
37,3916,333,6.4,12,8,98.3,11.5,131,172,687,-15.07083276,883,27,9.73,11.3,7.57
10,4846,333,6.9,81,7,96.5,20,275,176,685,15.18189712,974,44,13.9,11.7,7.48
457,30.5,722,4.8,8,2,101,7.1,45,118.3,183,-14.62873884,351,17,3.84,10,8.04
55,1571,385,4.8,7,1,99.9,2.7,110,390,108,15.58460779,295,40,79,13.8,8.05
238,458,1020,6.1,5,8,100.3,1.5,29.2,52.8,565,-13.26386068,739,10,2.96,7.3,7.55
180,406,627,4.6,4,8,99.6,5.1,41,112.2,2058,-13.44916354,2227,9,0.99,7.6,7.67
4,2373,542,4.5,3,8,102.7,2.1,22.3,110.5,1124,-14.1509717,1293,6,1.67,8.9,7.72
5,11909,956,1.1,3,8,96.9,0.9,12,65.6,81,-14.10248205,150,4,2.26,8.8,7.54
250,9741,1047,1,2,8,102.4,0.2,0,59.9,3,13.73790377,74,3,1.6,8.1,7.86
198,896,695,4.9,4,8,100.9,3.7,22.8,84.3,58,14.05311354,258,10,1.07,8.7,7.57
329,121,863,1.9,3,6,98.2,5.7,24.3,84.1,51,-14.29125607,85,24,22.5,9.2,7.87
26,2438,342,3.6,7,8,107.4,12.9,48.8,196,811,15.6741826,986,28,5.42,14.8,8.21
488,384,1108,0.9,2,8,100.4,2.4,2,77.5,6,14.46651306,34,3,1.16,9.6,7.83
2,2001,663,1.4,3,7,101.3,11,25.6,147,158,15.6681205,231,17,9.16,14.7,7.97
320,1040,820,1.8,4,8,100.8,7,10.9,86.5,350,14.5082735,401,10,1.18,9.7,8.08
15,2371,732,2.6,3,4,116.4,8.8,2,113.3,160,15.51547615,215,14,5.85,13.3,8.79
15,270,107,13.1,16,4,92.8,15.5,85.5,187,295,15.65407295,530,42,7.63,14.5,7.49
15,6309,736,16.3,6,8,100.3,4.1,880,42.6,28,14.19859148,208,133,45.4,9,7.26
10,82,228,20.7,24,5,86.3,13,129.6,222,126,15.53061493,505,40,6.66,13.4,7.26
171,642,774,22.9,6,8,100.8,3.2,40.4,28.7,9,13.84666025,160,55,22.6,8.3,6.9
213,258,701,2.7,2,8,99.6,0.4,0,39.4,15,-14.46651306,71,4,0.54,9.6,7.2
20,3827,485,25.5,15,8,97.7,5.7,1106,34.9,66,-14.42393844,335,109,63,9.5,6.74
14,8098,665,5.5,2,8,98.7,1.1,51.2,49.8,134,-14.38054241,238,30,21.6,9.4,7.4
5,2150,449,4.4,7,7,100.2,6.2,47.2,91.4,938,14.74211654,1091,16,6.8,10.3,7.39
10,605,339,15.1,6,8,98.7,4.8,727,78.1,135,-14.97998665,291,25,11.1,11,7.19
15,5139,470,5.6,11,8,97.2,13.2,130,102.3,1125,14.1509717,1291,30,6.07,8.9,7.17
200,87,576,8.7,3,8,101.8,3.4,1,56.5,25,14.19859148,95,7,1.09,9,7.39
220,1139,694,4.2,3,8,96.2,2.3,51.2,53.6,479,-13.6821051,568,6,2.08,8,7.11
259,787,787,1.5,6,8,98.7,5.1,46.4,47.3,238,13.84666025,288,10,2.48,8.3,7.22
17,2368,322,4.5,5,3,114.4,8.8,27.2,127.1,304,15.53061493,494,31,9,13.4,8.03
11,1376,607,8.1,3,6,99.7,12.6,913.9,63.5,80,-15.41071056,226,93,99.5,12.7,7.64
85,640,351,4.2,6,3,112.2,4.8,20.3,134,518,-15.62817968,632,12,1.98,14.2,7.7
9,20582,790,2.4,4,8,101,1.4,21.3,72.8,79,-14.70510116,155,10,4.18,10.2,7.77
268,78,829,3.2,1,4,102.8,1.8,0,45.9,18,14.46651306,53,4,1.05,9.6,7.4
320,2423,690,10.9,5,8,98,7.8,131.3,64.9,35,14.00285685,257,37,11.8,8.6,7.39
220,151,672,16.1,10,6,98.1,4.8,152.9,31.6,2,-13.326665,230,17,2.72,7.4,6.99
20,4716,605,14.5,7,8,101.5,8.3,186,64.1,54,-14.29125607,339,37,11.6,9.2,7.38
